Ticker,Name,Sector,Industry,MarketCap,EPS,PE,PS,BookMarket,DivRatio
1149,INTC,Intel Corporation,Technology,Semiconductors,2.272216e+11,3.27,13.57,2.97,0.35,1.17
1150,ICPT,"Intercept Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,3298827441.0,-12.17,-9.14,18.52,0.03,0.0
1151,IDCC,"InterDigital, Inc.",Miscellaneous,Multi-Sector Companies,2655415652.0,3.3,21.95,5.75,0.41,1.4
1152,IBOC,International Bancshares Corporation,Finance,Major Banks,2893037446.0,3.07,12.52,4.49,0.73,0.66
1153,IVAC,"Intevac, Inc.",Technology,Industrial Machinery/Components,112916625.0,-0.29,-16.35,1.19,0.74,0.0
1154,INTL,INTL FCStone Inc.,Finance,Investment Bankers/Brokers/Service,907520112.0,2.99,13.25,0.03,0.67,0.0
1155,IIN,IntriCon Corporation,Capital Goods,Electrical Products,370230587.0,0.67,46.19,2.12,0.34,0.0
1156,INTU,Intuit Inc.,Technology,Computer Software: Prepackaged Software,55766897210.0,4.85,43.11,8.86,0.05,1.68
1157,ISRG,"Intuitive Surgical, Inc.",Health Care,Industrial Specialties,59884695813.0,7.02,77.71,17.3,0.11,0.0
1158,ISBC,"Investors Bancorp, Inc.",Finance,Major Banks,4461050013.0,0.4,30.18,6.2,0.3,
1159,IPGP,IPG Photonics Corporation,Technology,Semiconductors,7137263761.0,7.1,17.51,4.48,0.33,0.0
1160,IRBT,iRobot Corporation,Consumer Durables,Consumer Electronics/Appliances,2948974012.0,2.43,36.39,2.37,0.21,0.0
1161,ITI,"Iteris, Inc.",Consumer Durables,Telecommunications Equipment,159549830.0,-0.15,-28.45,1.4,0.26,0.0
1162,ITRI,"Itron, Inc.",Capital Goods,Electrical Products,2316039567.0,-3.11,-16.54,0.86,0.35,0.0
1163,MAYS,"J. W. Mays, Inc.",Consumer Services,Building operators,78010686.0,,,,0.66,
1164,JBHT,"J.B. Hunt Transport Services, Inc.",Transportation,Trucking Freight/Courier Services,13215673963.0,7.18,14.87,1.41,0.18,0.95
1165,JCOM,"j2 Global, Inc.",Technology,Telecommunications Equipment,3794104181.0,2.67,26.36,2.86,0.3,1.67
1166,JKHY,"Jack Henry & Associates, Inc.",Technology,EDP Services,12245190471.0,5.14,26.22,6.63,0.13,
1167,JACK,Jack In The Box Inc.,Consumer Services,Restaurants,2375160719.0,,,,-0.28,1.59
1168,JAZZ,Jazz Pharmaceuticals plc,Health Care,Major Pharmaceuticals,9788094250.0,8.64,17.36,4.88,0.33,0.0
1169,JBLU,JetBlue Airways Corporation,Transportation,Air Freight/Delivery Services,5662522845.0,2.2,8.24,0.77,0.8,0.0
1170,JOUT,Johnson Outdoors Inc.,Consumer Non-Durables,Recreational Products/Toys,842682616.0,4.09,15.08,1.13,0.45,0.44
1171,KPTI,Karyopharm Therapeutics Inc.,Health Care,Major Pharmaceuticals,,-2.96,-3.77,0.0,0.25,0.0
1172,KE,"Kimball Electronics, Inc.",Technology,Electrical Products,525515855.0,0.5,32.53,0.4,0.84,0.0
1173,KIRK,"Kirkland&#39;s, Inc.",Consumer Services,Other Specialty Stores,155376851.0,0.16,60.91,0.23,0.85,0.0
1174,KLAC,KLA-Tencor Corporation,Capital Goods,Electronic Components,15465628075.0,5.88,16.03,3.54,0.11,2.72
1175,KOPN,Kopin Corporation,Technology,Semiconductors,,,,,0.57,0.01
1176,KLIC,"Kulicke and Soffa Industries, Inc.",Technology,Semiconductors,1502399224.0,0.82,24.36,1.55,0.66,0.12
1177,KURA,"Kura Oncology, Inc.",Health Care,Major Pharmaceuticals,,,,,0.33,0.0
1178,LAKE,"Lakeland Industries, Inc.",Health Care,Industrial Specialties,107864285.0,-0.19,-53.69,0.83,1.04,0.0
1179,LRCX,Lam Research Corporation,Technology,Industrial Machinery/Components,23963723546.0,14.52,9.49,2.02,0.25,2.56
1180,LAMR,Lamar Advertising Company,Consumer Services,Real Estate Investment Trusts,7544548376.0,3.01,25.27,4.69,0.15,3.57
1181,LANC,Lancaster Colony Corporation,Consumer Non-Durables,Packaged Foods,4088765534.0,5.29,34.01,3.97,0.14,2.41
1182,LARK,Landmark Bancorp Inc.,Finance,Major Banks,120887102.0,,,,0.83,
1183,LE,"Lands&#39; End, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,486405579.0,1.09,13.06,0.31,0.66,0.0
1184,LSTR,"Landstar System, Inc.",Transportation,Trucking Freight/Courier Services,,6.05,17.58,6.79,0.17,2.08
1185,LNTH,"Lantheus Holdings, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,543475354.0,3.27,4.8,1.76,0.09,0.0
1186,LTRX,"Lantronix, Inc.",Technology,Computer Communications Equipment,73315981.0,0.07,43.87,1.15,0.54,0.0
1187,LGCY,Legacy Reserves Inc.,Energy,Oil & Gas Production,,,,,-1.18,
1188,TREE,"LendingTree, Inc.",Finance,Finance: Consumer Services,,7.47,32.82,4.18,0.12,0.0
1189,LXRX,"Lexicon Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,1003729261.0,-1.25,-7.15,12.03,-0.03,0.0
1190,LGIH,"LGI Homes, Inc.",Capital Goods,Homebuilding,932705559.0,6.7,6.39,0.64,0.63,0.0
1191,LHCG,LHC Group,Health Care,Medical/Nursing Services,3207841841.0,2.54,38.74,1.49,0.46,0.0
1192,LBTYA,Liberty Global plc,Consumer Services,Television Services,21280660451.0,,,,,
1193,LCUT,"Lifetime Brands, Inc.",Capital Goods,Industrial Machinery/Components,205813485.0,-0.58,-20.54,0.33,1.1,0.17
1194,LPTH,"LightPath Technologies, Inc.",Technology,Semiconductors,48630728.0,0.01,163.39,1.27,0.81,0.0
1195,LQDT,"Liquidity Services, Inc.",Miscellaneous,Business Services,166719372.0,-0.36,-18.79,0.97,0.58,0.0
1196,LFUS,"Littelfuse, Inc.",Consumer Durables,Electrical Products,4538746385.0,5.0,36.25,2.71,0.33,1.55
1197,LIVN,LivaNova PLC,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,5836499079.0,-1.87,-67.09,5.58,0.29,0.0
1198,LIVE,Live Ventures Incorporated,Finance,Finance/Investors Services,14872991.0,3.23,2.79,0.1,2.24,
1199,LKQ,LKQ Corporation,Consumer Services,Motor Vehicles,9602882930.0,1.82,15.3,0.77,0.55,0.0
1200,LOGI,Logitech International S.A.,Technology,Computer peripheral equipment,6877117394.0,1.32,26.2,2.11,0.18,0.69
1201,LOGM,"LogMein, Inc.",Technology,Computer Software: Prepackaged Software,4354380051.0,2.72,31.19,3.79,0.69,1.15
1202,LOXO,"Loxo Oncology, Inc.",Health Care,Major Pharmaceuticals,,-2.09,-77.37,0.0,0.08,0.0
1203,LPLA,LPL Financial Holdings Inc.,Finance,Investment Bankers/Brokers/Service,5769847081.0,4.3,14.69,1.13,0.18,1.0
1204,LULU,lululemon athletica inc.,Consumer Non-Durables,Apparel,18484806701.0,2.87,40.76,5.15,0.1,0.0
1205,LITE,Lumentum Holdings Inc.,Consumer Durables,Telecommunications Equipment,3476436000.0,4.49,9.84,2.04,0.36,0.01
1206,LUNA,Luna Innovations Incorporated,Health Care,Biotechnology: Commercial Physical & Biological Resarch,,,,,0.78,
1207,MCBC,Macatawa Bank Corporation,Finance,Major Banks,,0.63,17.18,4.93,0.5,0.23
1208,MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductors,1157291719.0,-2.16,-8.33,2.04,0.57,0.0
1209,MGNX,"MacroGenics, Inc.",Health Care,Major Pharmaceuticals,,-0.53,-31.36,3.36,0.4,0.0
1210,MAMS,"MAM Software Group, Inc.",Technology,Computer Software: Prepackaged Software,99736837.0,0.28,28.29,2.57,0.15,0.0
1211,MANH,"Manhattan Associates, Inc.",Technology,Computer Software: Prepackaged Software,3291304917.0,1.54,32.33,5.97,0.04,0.0
1212,MNKD,MannKind Corporation,Health Care,Major Pharmaceuticals,242243937.0,-0.83,-2.05,13.81,-0.76,0.0
1213,MKTX,"MarketAxess Holdings, Inc.",Finance,Investment Bankers/Brokers/Service,6990454678.0,4.35,47.98,18.14,0.07,1.6
1214,MAR,Marriott International,Consumer Services,Hotels/Resorts,42604057684.0,4.48,26.2,1.85,0.06,
1215,MRVL,Marvell Technology Group Ltd.,Technology,Semiconductors,12081640000.0,0.24,64.35,3.07,0.76,0.25
1216,MASI,Masimo Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,6234321692.0,2.9,37.44,6.6,0.16,0.0
1217,MCFT,"MasterCraft Boat Holdings, Inc.",Capital Goods,Marine Transportation,641374405.0,2.2,9.68,1.1,0.15,0.0
1218,MTCH,"Match Group, Inc.",Technology,"Computer Software: Programming, Data Processing",15354294148.0,1.28,31.12,6.66,0.06,0.0
1219,MTRX,Matrix Service Company,Basic Industries,Engineering & Construction,642284008.0,-0.48,-37.32,0.43,0.66,0.0
1220,MAT,"Mattel, Inc.",Consumer Non-Durables,Recreational Products/Toys,4995122165.0,-2.4,-6.02,1.08,0.13,0.0
1221,MXIM,"Maxim Integrated Products, Inc.",Technology,Semiconductors,14618242595.0,1.82,29.73,5.96,0.13,1.66
1222,MXWL,"Maxwell Technologies, Inc.",Miscellaneous,Industrial Machinery/Components,,-1.0,-2.45,0.78,0.94,0.0
1223,MBFI,MB Financial Inc.,Finance,Major Banks,3906914568.0,3.4,12.15,3.56,0.83,1.09
1224,MDCA,MDC Partners Inc.,Technology,Advertising,223811535.0,3.19,0.71,0.09,,
1225,MTBC,"Medical Transcription Billing, Corp.",Technology,Computer Software: Prepackaged Software,60535227.0,-0.48,-10.39,1.37,0.46,0.29
1226,MDSO,"Medidata Solutions, Inc.",Technology,Computer Software: Prepackaged Software,4238224391.0,0.89,80.2,6.74,0.14,0.0
1227,MEIP,"MEI Pharma, Inc.",Health Care,Major Pharmaceuticals,266574015.0,-0.92,-2.68,67.11,0.23,0.0
1228,MBWM,Mercantile Bank Corporation,Finance,Major Banks,,,,,0.8,0.86
1229,MRCY,Mercury Systems Inc,Capital Goods,Electrical Products,2634336065.0,0.65,75.32,4.31,0.33,0.0
1230,MACK,"Merrimack Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,,-3.34,-1.17,0.0,1.29,
1231,MLAB,"Mesa Laboratories, Inc.",Capital Goods,Industrial Machinery/Components,682433647.0,-0.42,-439.67,7.03,0.15,0.64
1232,MGEE,MGE Energy Inc.,Energy,Electric Utilities: Central,2216002210.0,3.0,21.25,3.95,0.37,1.31
1233,MCHP,Microchip Technology Incorporated,Technology,Semiconductors,15911984793.0,0.11,618.07,3.68,0.31,1.4
1234,MU,"Micron Technology, Inc.",Technology,Semiconductors,49953043705.0,12.27,3.29,1.53,0.73,0.0
1235,MSFT,Microsoft Corporation,Technology,Computer Software: Prepackaged Software,8.50021889479e+11,2.45,45.76,7.49,0.1,1.68
1236,MVIS,"Microvision, Inc.",Capital Goods,Industrial Machinery/Components,,-0.58,-0.92,1.05,0.24,0.0
1237,MICT,"MICT, Inc.",Capital Goods,Electrical Products,10743432.0,-0.44,-0.79,0.16,1.42,0.0
1238,MB,"MINDBODY, Inc.",Technology,EDP Services,1958129910.0,-0.82,-32.66,5.52,0.22,0.0
1239,NERV,"Minerva Neurosciences, Inc",Health Care,Major Pharmaceuticals,433497155.0,-0.95,-8.85,0.0,0.31,0.0
1240,MRTX,"Mirati Therapeutics, Inc.",Health Care,Major Pharmaceuticals,,,,,0.18,
1241,MIND,"Mitcham Industries, Inc.",Technology,Diversified Commercial Services,48357596.0,-2.06,-1.69,1.03,1.38,0.13
1242,MITK,"Mitek Systems, Inc.",Technology,Computer peripheral equipment,246435077.0,-0.33,-30.88,5.74,0.24,0.0
1243,MKSI,"MKS Instruments, Inc.",Capital Goods,Industrial Machinery/Components,,7.32,10.72,2.01,0.46,0.76
1244,MOBL,"MobileIron, Inc.",Technology,Computer Software: Prepackaged Software,524982897.0,-0.46,-10.57,2.65,0.11,0.0
1245,MKGI,"Monaker Group, Inc.",Consumer Services,Transportation Services,22195057.0,,,,0.35,
1246,MDLZ,"Mondelez International, Inc.",Consumer Non-Durables,Packaged Foods,62211517578.0,2.27,19.48,2.51,0.4,0.88
1247,MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,5053122162.0,2.13,56.51,9.08,0.12,1.02
1248,TYPE,Monotype Imaging Holdings Inc.,Technology,EDP Services,821867250.0,0.37,48.61,2.97,0.44,0.48
1249,MNST,Monster Beverage Corporation,Consumer Non-Durables,Beverages (Production/Distribution),31046274675.0,1.71,34.13,8.83,0.12,0.0
1250,MOXC,"Moxian, Inc.",Technology,"Computer Software: Programming, Data Processing",57253639.0,-0.13,-3.32,180.97,-0.13,0.0
1251,LABL,Multi-Color Corporation,Miscellaneous,Publishing,1269230578.0,4.19,9.44,0.47,0.9,0.2
1252,MYL,Mylan N.V.,Health Care,Major Pharmaceuticals,13208114391.0,2.49,14.19,1.71,0.25,0.0
1253,MYGN,"Myriad Genetics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,,,,,0.48,
1254,NANO,Nanometrics Incorporated,Capital Goods,Industrial Machinery/Components,741234433.0,2.31,13.64,2.36,0.38,0.0
1255,NK,"NantKwest, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,-1.31,-1.75,3471.15,0.9,0.0
1256,NSSC,"NAPCO Security Technologies, Inc.",Consumer Durables,Telecommunications Equipment,267835133.0,0.44,34.28,3.01,0.22,0.0
1257,NDAQ,"Nasdaq, Inc.",Finance,Investment Bankers/Brokers/Service,14245930855.0,4.53,18.95,3.41,0.4,1.63
1258,NTRA,"Natera, Inc.",Health Care,Medical Specialities,1318832055.0,-2.55,-6.66,3.88,0.05,0.0
1259,NKSH,"National Bankshares, Inc.",Finance,Major Banks,327790155.0,2.11,20.39,6.13,0.62,1.19
1260,FIZZ,National Beverage Corp.,Consumer Non-Durables,Beverages (Production/Distribution),4906569760.0,3.59,23.43,3.83,0.11,0.0
1261,NCMI,"National CineMedia, Inc.",Consumer Services,Advertising,797849662.0,-0.02,-330.89,1.19,-0.17,0.75
1262,NATI,National Instruments Corporation,Technology,Computer Software: Prepackaged Software,6026045426.0,,,,0.19,0.9
1263,NAII,"Natural Alternatives International, Inc.",Consumer Durables,Specialty Chemicals,71474215.0,0.92,10.6,0.46,0.98,0.0
1264,NHTC,Natural Health Trends Corp.,Consumer Durables,Consumer Specialties,246064870.0,1.86,12.25,1.31,0.34,2.72
1265,NATR,"Nature&#39;s Sunshine Products, Inc.",Health Care,Major Pharmaceuticals,163944177.0,,,,0.71,0.0
1266,BABY,Natus Medical Incorporated,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,1088526036.0,-0.56,-63.28,2.23,0.34,0.0
1267,NAVI,Navient Corporation,Finance,Investment Bankers/Brokers/Service,3535142893.0,0.91,12.31,1.42,1.36,0.64
1268,NKTR,Nektar Therapeutics,Health Care,Major Pharmaceuticals,8983203767.0,,,,0.3,0.0
1269,NEO,"NeoGenomics, Inc.",Health Care,Precision Instruments,,,,,0.19,
1270,NEOS,"Neos Therapeutics, Inc.",Health Care,Major Pharmaceuticals,127597813.0,-1.94,-1.03,1.4,-0.45,0.0
1271,NTAP,"NetApp, Inc.",Technology,Electronic Components,21102161094.0,1.12,57.29,2.74,0.09,1.19
1272,NFLX,"Netflix, Inc.",Consumer Services,Consumer Electronics/Video Chains,1.6418925226e+11,2.91,119.31,10.12,0.03,0.0
1273,NTGR,"NETGEAR, Inc.",Public Utilities,Telecommunications Equipment,1881773467.0,-0.68,-77.06,1.1,0.57,0.0
1274,NBIX,"Neurocrine Biosciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),10453734664.0,0.11,930.9,22.31,0.05,0.0
1275,NWL,Newell Brands Inc.,Consumer Non-Durables,Plastic Products,9140874000.0,-11.34,-2.0,0.86,0.57,0.92
1276,NLNK,NewLink Genetics Corporation,Health Care,Major Pharmaceuticals,,,,,,0.0
1277,NWS,News Corporation,Consumer Services,Newspapers/Magazines,7952382775.0,-2.54,-5.11,0.8,1.38,0.27
1278,NXST,"Nexstar Media Group, Inc.",Consumer Services,Broadcasting,,13.44,6.35,1.49,0.45,1.43
1279,NICK,"Nicholas Financial, Inc.",Finance,Finance Companies,155358000.0,-0.03,-321.16,1.04,0.83,0.0
1280,NDLS,Noodles & Company,Consumer Services,Restaurants,,-0.22,-45.12,0.88,0.12,0.0
1281,NDSN,Nordson Corporation,Capital Goods,Industrial Machinery/Components,7992279475.0,6.51,18.21,3.05,0.21,1.25
1282,NTRS,Northern Trust Corporation,Finance,Major Banks,23792829446.0,6.48,14.87,3.68,0.49,1.89
1283,NVCR,NovoCure Limited,Health Care,Medical/Dental Instruments,4723166150.0,-0.65,-52.59,13.34,0.04,0.0
1284,NUAN,"Nuance Communications, Inc.",Technology,Computer Software: Prepackaged Software,5024787001.0,-0.55,-27.56,2.15,0.39,0.0
1285,NTRI,NutriSystem Inc,Consumer Services,Catalog/Specialty Distribution,1096201051.0,1.89,19.47,1.57,0.13,0.95
1286,NUVA,"NuVasive, Inc.",Health Care,Medical/Dental Instruments,3583116177.0,0.49,116.88,2.71,0.27,0.0
1287,NVEC,NVE Corporation,Technology,Semiconductors,477276926.0,3.24,28.35,14.88,0.19,4.0
1288,NVDA,NVIDIA Corporation,Technology,Semiconductors,1.7593088e+11,7.73,19.16,7.24,0.1,0.6
1289,ODP,"Office Depot, Inc.",Consumer Services,Other Specialty Stores,1641181878.0,0.12,25.22,0.15,1.29,0.1
1290,ODFL,"Old Dominion Freight Line, Inc.",Transportation,Trucking Freight/Courier Services,,7.84,16.97,0.0,0.24,0.49
1291,OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",Consumer Services,Department/Specialty Retail Stores,5603989785.0,2.49,27.25,3.51,0.21,0.0
1292,ZEUS,"Olympic Steel, Inc.",Basic Industries,Metal Fabrications,,3.44,4.83,0.12,1.69,
1293,OFLX,"Omega Flex, Inc.",Capital Goods,Industrial Specialties,696739391.0,1.84,30.29,5.27,0.11,0.95
1294,OMCL,"Omnicell, Inc.",Technology,Computer Manufacturing,2730396743.0,1.14,61.96,3.54,0.22,0.0
1295,ON,ON Semiconductor Corporation,Technology,Semiconductors,7284023237.0,2.33,7.68,1.32,0.43,0.0
1296,OMED,"OncoMed Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,,0.16,4.57,0.5,1.86,
1297,OTEX,Open Text Corporation,Technology,EDP Services,9701393710.0,0.91,35.87,3.05,0.42,0.57
1298,OPHT,Ophthotech Corporation,Health Care,Major Pharmaceuticals,85066325.0,-1.4,-1.37,0.0,0.07,0.0
1299,OCC,Optical Cable Corporation,Basic Industries,Telecommunications Equipment,41097003.0,0.11,41.6,0.41,0.73,0.0
1300,OPRX,OptimizeRx Corporation,Miscellaneous,Business Services,506323259.0,0.01,1512.32,8.05,0.15,0.0
1301,ORLY,"O&#39;Reilly Automotive, Inc.",Consumer Services,Other Specialty Stores,28205489585.0,16.05,21.58,3.04,0.02,0.0
1302,ONVO,"Organovo Holdings, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),125928777.0,-0.26,-4.01,29.35,0.33,0.0
1303,OSIS,"OSI Systems, Inc.",Technology,Semiconductors,1300868915.0,-1.62,-45.9,1.25,,0.0
1304,OTTR,Otter Tail Corporation,Public Utilities,Electric Utilities: Central,1884478591.0,,,,0.37,
1305,OSTK,"Overstock.com, Inc.",Consumer Services,Catalog/Specialty Distribution,768179875.0,-11.88,-1.67,0.24,0.41,0.01
1306,OXFD,Oxford Immunotec Global PLC,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,415481872.0,-0.45,-35.43,4.79,0.17,0.0
1307,PCAR,PACCAR Inc.,Capital Goods,Auto Manufacturing,23916167320.0,,,,,2.26
1308,PACB,"Pacific Biosciences of California, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,579225182.0,-0.73,-10.24,11.28,0.12,0.0
1309,PACW,PacWest Bancorp,Finance,Major Banks,5942720552.0,3.48,11.44,4.2,0.98,2.24
1310,PZZA,"Papa John&#39;s International, Inc.",Consumer Services,Restaurants,1620933612.0,,,,-0.15,0.9
1311,PATK,"Patrick Industries, Inc.",Basic Industries,Forest Products,,4.99,7.04,0.39,0.49,0.0
1312,PEGI,Pattern Energy Group Inc.,Public Utilities,Electric Utilities: Central,1949173938.0,1.53,13.84,4.26,1.49,1.66
1313,PDCO,"Patterson Companies, Inc.",Health Care,Medical Specialities,2253341220.0,1.67,12.91,0.36,0.66,1.08
1314,PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Production,3961476967.0,0.34,45.51,1.03,1.07,0.12
1315,PAYX,"Paychex, Inc.",Consumer Services,Diversified Commercial Services,25997165628.0,2.69,25.26,7.08,0.1,2.12
1316,PYPL,"PayPal Holdings, Inc.",Miscellaneous,Business Services,98457879215.0,1.76,49.39,6.91,0.15,0.0
1317,PDFS,"PDF Solutions, Inc.",Technology,EDP Services,275768201.0,-0.18,-46.66,3.64,0.74,0.0
1318,PDLI,"PDL BioPharma, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),401449988.0,-0.42,-7.03,2.0,1.7,0.0
1319,PGC,Peapack-Gladstone Financial Corporation,Finance,Commercial Banks,577370508.0,,,,0.85,0.2
1320,PEGA,Pegasystems Inc.,Technology,EDP Services,4660527056.0,-0.16,-337.67,4.92,0.15,0.12
1321,PBCT,"People&#39;s United Financial, Inc.",Finance,Savings Institutions,6024453460.0,1.26,12.85,3.53,0.98,0.74
1322,PUB,People&#39;s Utah Bancorp,Finance,Major Banks,623088066.0,1.65,17.9,4.52,0.51,0.39
1323,PEP,"Pepsico, Inc.",Consumer Non-Durables,Beverages (Production/Distribution),1.50986717434e+11,3.49,31.58,2.42,0.07,3.36
1324,PRCP,"Perceptron, Inc.",Capital Goods,Electronic Components,90075973.0,0.32,22.54,0.79,0.71,0.0
1325,PESI,"Perma-Fix Environmental Services, Inc.",Basic Industries,Environmental Services,52460964.0,0.1,28.91,0.7,0.8,0.0
1326,PETS,"PetMed Express, Inc.",Health Care,Medical/Nursing Services,,2.09,11.45,1.7,0.27,0.98
1327,PAHC,Phibro Animal Health Corporation,Health Care,Major Pharmaceuticals,1732178350.0,2.16,15.13,1.2,0.15,0.53
1328,PLAB,"Photronics, Inc.",Technology,Semiconductors,635327316.0,0.51,18.34,1.25,1.44,0.0
1329,PPC,Pilgrim&#39;s Pride Corporation,Consumer Non-Durables,Meat/Poultry/Fish,4424386310.0,1.57,12.66,0.45,0.42,0.0
1330,PNFP,"Pinnacle Financial Partners, Inc.",Finance,Major Banks,,,,,0.95,
1331,PPSI,"Pioneer Power Solutions, Inc.",Consumer Durables,Electrical Products,46422559.0,-1.29,-3.99,0.46,0.36,0.0
1332,PSTI,"Pluristem Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),134151426.0,-0.25,-3.48,1771.59,0.21,0.0
1333,POOL,Pool Corporation,Consumer Durables,Industrial Specialties,6288802835.0,6.03,24.54,2.01,,1.64
1334,PLPC,Preformed Line Products Company,Basic Industries,Water Supply,365164230.0,4.36,14.48,0.77,0.74,0.81
1335,PINC,"Premier, Inc.",Consumer Services,Other Consumer Services,6035344314.0,-15.43,-2.53,1.25,,
1336,PFG,Principal Financial Group Inc,Finance,Accident &Health Insurance,17084925660.0,7.49,6.42,1.01,0.87,2.05
1337,PDEX,"Pro-Dex, Inc.",Health Care,Medical/Dental Instruments,40807299.0,0.55,23.06,2.23,,0.0
1338,IPDN,"Professional Diversity Network, Inc.",Technology,"Computer Software: Programming, Data Processing",12787937.0,-3.66,-0.45,0.44,0.32,0.0
1339,PGNX,Progenics Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,,-0.75,-6.2,21.2,0.27,0.0
1340,PRGS,Progress Software Corporation,Technology,Computer Software: Prepackaged Software,,1.33,24.43,3.74,,
1341,PTI,"Proteostasis Therapeutics, Inc.",Health Care,Major Pharmaceuticals,317848309.0,0.78,2.79,0.16,,0.0
1342,PMD,Psychemedics Corporation,Health Care,Medical Specialities,104087252.0,1.1,16.61,2.37,0.18,0.66
1343,PBYI,Puma Biotechnology Inc,Health Care,Major Pharmaceuticals,1684885386.0,-3.89,-5.96,4.34,0.05,0.0
1344,QRVO,"Qorvo, Inc.",Technology,Semiconductors,2084422032.0,-0.34,-48.19,0.68,2.24,0.0
1345,QCOM,QUALCOMM Incorporated,Technology,Radio And Television Broadcasting And Communications Equipment,1.06716225873e+11,-3.32,-19.01,4.07,0.01,2.37
1346,QNST,"QuinStreet, Inc.",Miscellaneous,Business Services,649977888.0,0.42,38.0,1.75,0.19,0.0
1347,RDNT,"RadNet, Inc.",Health Care,Medical Specialities,746967805.0,-0.09,-144.47,0.63,0.2,0.0
1348,RAVE,"Rave Restaurant Group, Inc.",Consumer Non-Durables,Food Distributors,20915711.0,0.21,5.26,0.99,0.37,0.0
1349,RAVN,"Raven Industries, Inc.",Capital Goods,Specialty Chemicals,1645367048.0,1.59,23.3,3.22,0.23,0.52
1350,RICK,"RCI Hospitality Holdings, Inc.",Consumer Services,Restaurants,270568914.0,,,,0.62,0.12
1351,RP,"RealPage, Inc.",Technology,Computer Software: Prepackaged Software,5725664021.0,0.09,574.79,5.25,0.24,0.0
1352,REGN,"Regeneron Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,41584424299.0,16.7,20.2,5.7,0.22,0.0
1353,RGNX,REGENXBIO Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,0.21,0.0
1354,RGLS,Regulus Therapeutics Inc.,Health Care,Major Pharmaceuticals,,-1.67,,,,0.0
1355,MARK,"Remark Holdings, Inc.",Consumer Services,Telecommunications Equipment,107066221.0,-3.24,-0.65,0.89,-0.12,0.0
1356,REGI,"Renewable Energy Group, Inc.",Basic Industries,Major Chemicals,,,,,0.84,
1357,RCII,Rent-A-Center Inc.,Technology,Diversified Commercial Services,764084887.0,0.78,18.55,0.29,0.37,0.0
1358,RECN,"Resources Connection, Inc.",Miscellaneous,Business Services,587058839.0,0.72,22.85,0.74,,0.47
1359,RFIL,"RF Industries, Ltd.",Capital Goods,Electrical Products,68836684.0,,,,0.4,
1360,RMCF,"Rocky Mountain Chocolate Factory, Inc.",Consumer Non-Durables,Specialty Foods,61230891.0,,,,0.37,
1361,ROST,"Ross Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,36102710331.0,4.29,18.47,1.97,0.11,0.85
1362,STBA,"S&T Bancorp, Inc.",Finance,Major Banks,1468628575.0,2.52,16.26,5.07,0.64,0.94
1363,SBRA,"Sabra Health Care REIT, Inc.",Consumer Services,Real Estate Investment Trusts,,,,,1.0,
1364,SAFT,"Safety Insurance Group, Inc.",Finance,Property-Casualty Insurers,1299222157.0,5.06,17.4,1.56,0.53,3.24
1365,SGA,"Saga Communications, Inc.",Consumer Services,Broadcasting,210694466.0,4.16,8.26,1.62,,2.34
1366,SALM,"Salem Media Group, Inc.",Consumer Services,Broadcasting,86096411.0,,,,,
1367,SAFM,"Sanderson Farms, Inc.",Consumer Non-Durables,Meat/Poultry/Fish,2315383306.0,2.74,41.64,0.79,0.55,1.29
1368,SGMO,"Sangamo Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,-0.68,-18.88,16.76,0.29,0.0
1369,SANM,Sanmina Corporation,Technology,Electrical Products,1756906798.0,-1.37,-18.73,0.25,0.84,0.0
1370,SRPT,"Sarepta Therapeutics, Inc.",Health Care,Major Pharmaceuticals,,-3.77,-32.61,29.17,0.07,0.0
